ID,Text,human_labels,id,llm_labels,masi,error_type
278,"OK. Misha, just to build on it, what the Chancellor did this morning was ask his opposite number, Keir Starmer's shadow Chancellor, to rule out raising all your taxes beyond what they've already announced in the first budget. and the Shadow Chancellor wasn't able to do that today. That's what the Chancellor did today, but you don't have to listen to me. Just go online, go to the Telegraph website, because we've just found a recording that they have put out there from the Deputy Chancellor from the Labour Party admitting that their plans will cost hundreds of billions of pounds.","{107, 100}",278,"{107, 100}",0.0,Perfect
279,"Israel is losing the propaganda war. Look, the reality is, of course Israel has the right to defend itself. but it's got to make very careful judgments. And at the moment, when it makes mistakes, which it admits it's made, then it has to defend itself smartly and cleverly. But we have to get rid of Hamas.","{1920, 1900}",279,"{1920, 1900}",0.0,Perfect
280,"The numbers have come down over the past month, as you acknowledge. But the way to solve this problem is to have a deterrent. And look, I'll tell you this. The Rwanda plan is a deterrent. You just have to listen to what the illegal migrants themselves are saying. One of them just said, most of us are still in France due to the fear we have about Rwanda. Another one said, I won't cross the channel until the Rwanda plan is destroyed. If Labour win, the people smugglers are going to need a bigger boat. Don't surrender our borders to the Labour Party.","{200, 230}",280,"{200, 230}",0.0,Perfect
281,"Christine, the answer to your question is, what are they going to do about it? Neither of them will do anything. These people have lied to us repeatedly. And Labour... And Labour... And Labour... Repeatedly. I've actually always told the truth. Always said what I believe. And Labour, it's not even in your first six priorities for government. You haven't got the will to do anything about it. Nothing under these is going to change. And the vast majority, not on this panel, obviously, because they're not representative in that sense, the vast majority of Britons want net migration reduced significantly.","{200, 230}",281,"{200, 105, 100, 230}",0.665,Over-tagging
282,"No, no, no, no. As far as it works, let's learn from it.",set(),282,set(),0.0,Perfect
283,"I, I've no idea what their",set(),283,set(),0.0,Perfect
284,I would say to him that look at the US states that are actually moving in the right direction on climate change. It's good for the economy as well as good for the environment. Get your act together and get back into the Paris Agreement.,"{705, 700}",284,"{1900, 705, 700}",0.5533333333333333,Over-tagging
285,"Well, we need the defence review so we can get everything that's required for the front line. I just want to go back to what I think Gordon didn't really tell you, which is after we deployed in Afghanistan at the end of 2005, For several years, I went each year, and each year, you didn't have to talk to many of our servicemen and women before they told you they simply didn't have enough helicopters. And to blame it on Taliban tactics, I think, frankly, is misleading. We didn't have enough helicopters. We needed more helicopters. We should have had helicopters. And if the government hadn't cut the helicopter program back in 2004, we probably would have had more helicopters.","{1600, 1608}",285,"{1600, 1610}",0.89,Mixed/Mismatch
286,"Well Rebecca, we believe that education is a public good and therefore it should be paid for from general progressive taxation, far more progressive than we have now. Just look at the facts on this. Students on average now are leaving university with £44,000 worth of debt. 73% of them on current figures will never pay that off. They're going through 30 years of their life for many people from roughly their mid-20s to their mid-50s. Anytime you earn any sort of money at all, you're going to be paying a significant chunk of your income to a debt that you'll never repay. And it's not like this system is actually working. On current figures, again, 45p in the pound is never going to be repaid. So we in the Green Party not only want zero university tuition fees, we also want to pay off student loan company debts so people don't have that weight of debt. But of course, we also need changes in housing and jobs that you can build a life on, which is why we're calling for a minimum wage of £10 an hour by 2020.","{100, 107, 505, 500, 600, 601}",286,"{600, 601, 107, 100}",0.5533333333333333,Under-tagging
287,"Yes, we are. We are having an inquiry into Islamophobia and all types of prejudice in the Conservative Party. Of course we will do that. We will begin by the end of this year if we are lucky enough to be returned. Let me be clear that I am proud of the record of the Conservative Party in promoting women to... Which party has produced two female Prime Ministers? Ours. We have large numbers of women in the Cabinet today, I am delighted to say, and we have a very large and growing number, we have at least 35% of our candidates at this election are female. delighted by our record. Yes, of course, there is more that we can do. But under the Conservatives, the gender pay gap has shrunk, and we are doing everything we can to help women into the workforce, not least through childcare policies, some of which I announced today.","{200, 202, 207, 500, 508}",287,"{200, 201}",0.945,Mixed/Mismatch
288,"Could I come in here, just because, Laura, I think it feels to me like over the last 20 years in this country, we've had a lot of politicians pandering to rhetoric around migration. And we've allowed the debate to go way too far in one direction. And when I think we reached a low point in the referendum, and I'd like David to address this if possible, when Nigel Farage stood in front of that breaking point poster with pictures of Syrian refugees which had a remarkable similarity to Nazi propaganda, I think that was abominable. And I would like David to condemn that because we need to call that out when it happens.","{200, 230}",288,"{200, 201}",0.89,Mixed/Mismatch
289,"So you're not going to give them the 35% pay rise that they're asking for, so how would you resolve it? Just standing there and saying, I'll resolve it, isn't an answer. That's not a plan. Prime Minister... How would you resolve it? Prime Minister, your record is... Well, no, no, how would you resolve it? You want to be Prime Minister. How would you resolve the strike? How would you resolve them?","{504, 500}",289,set(),1.0,Missing (False Negative)
290,"Er, well I've no idea what you're thinking Jeremy.",set(),290,set(),0.0,Perfect
291,"I believe that we can negotiate the best type of Brexit deal, and the people can decide between that credible Brexit deal. But what I would say, Jo, what I would say with respect is, I think that the Liberal Democrats' policy of revoke if they got into government seeks to deepen divisions. It's not very liberal. It's not very democratic. And there are lots of Lib Dem supporters or previous Lib Dem supporters who are very upset about it.","{2000, 2012, 1900, 1910}",291,"{200, 1900, 1910, 207}",0.89,Mixed/Mismatch
292,"I remember the question was about terrorism and extremism, and you notice that UKIP went straight for Muslims. We remember it wasn't a Muslim who shot Joe Cox, one of Jeremy's Labour MP colleagues. It was a British right-wing neo-Nazi. Who was it who gummed down kids in Norway? It was a Norwegian white racist neo-Nazi. There are all kinds of threats and we need to combat all kinds of threats.","{1600, 1627}",292,"{1600, 1627}",0.0,Perfect
293,"Stuart asks would we participate. As I was your Prime Minister I would want to think very carefully what's in the national interest. What will make us safer here in the United Kingdom? And I think we need to end the division between sort of foreign policy and security policy and Home Office policy. Bring it all together and think about our national security. But I would also say this, if you look at future operations like that, we have to learn from the mistakes of the past. We've got to make sure that we plan properly. We've got to make sure we never send our troops into battle again without the proper equipment, without the proper helicopters. We have to think through not just what we're doing militarily, but actually is the aid there? Are we helping these people? Do we have a political strategy for how we're going to get out of that country once we've tried to make it safe with our allies? I think in the case of Afghanistan, far too many of those questions weren't answered. And even now, while I support what we're doing and I want it to work, I still worry we're not doing enough to get the political situation right in Afghanistan.","{1600, 1608, 1900, 1920}",293,"{1600, 1610}",0.9339999999999999,Mixed/Mismatch
294,That is not something that...,set(),294,set(),0.0,Perfect
295,"All I'm saying is I don't think we should kid people into thinking that we can either justify or afford £100 billion over 25 years on a nuclear war system, a missile system, which was designed explicitly to flatten St Petersburg and Moscow at the press of a button. I think the world has moved on and I think you too need to move with it. We're not in the Cold War anymore and we shouldn't be spending billions of pounds of people's money, taxpayers' money, on a Cold War missile system when, as Nick said in his original question, we have people on the front line in Afghanistan without the right equipment, without the right protection. It's a question of priorities.","{1600, 1610, 1608}",295,"{1600, 105, 1610, 100}",0.868,Mixed/Mismatch
296,"That is an illegal migration. And again, you have no plan to do it.","{200, 230}",296,"{200, 230}",0.0,Perfect
297,He did.,set(),297,set(),0.0,Perfect
298,"I think you can take it, Jeremy. No deal would be better than a bad deal. Yes, you've said that repeatedly. I'm not prepared to sign up to a bad deal for the UK. Now, I believe...","{1900, 1910}",298,"{1900, 107, 100}",0.9175,Mixed/Mismatch
299,Thank you.,set(),299,set(),0.0,Perfect
300,"Months before this election campaign, within three weeks of taking office, the Prime Minister committed to toughening up sentences for violent criminals. He's been a long-standing believer that our system lets out people too early. And our view is that terrorists, those who have committed the most heinous crimes, should serve the full sentence that they are given. That is a reasonable position that the British people would rightly expect, and with a Conservative government, that's what we will deliver.","{1200, 1627, 1600, 1205}",300,"{105, 100}",1.0,Mixed/Mismatch
301,"With us, you will get a deal which would be leave, but leave with a trade arrangement. Or you get remain, which will obviously carry on the current situation. But they would have the certainty of knowing what the trade relationship is, where the investment is going to come from, and where the market is for the goods that are made in this country. It's kind of important to know those things. Thank you very much, gentlemen. Very briefly.","{1800, 1803, 1900, 1910}",301,"{107, 100}",1.0,Mixed/Mismatch
302,"- it shows that we... no, no, no. We, you (fluffs), we're going to cut taxes. The tax burden goes up when a, when an economy grows.","{107, 100}",302,"{107, 100}",0.0,Perfect
303,"I'd like to answer your attack. I'd like to answer your attack. Of course, I have been to food banks. And the way to have people out of food banks, the way to have people not using food banks is to make sure that they can have a good job to go to.","{1300, 500, 1302, 502}",303,"{500, 1300, 502, 1302}",0.0,Perfect
304,"OK, I'll just raise immigration, just for a change.","{200, 230}",304,"{200, 1900, 230}",0.5533333333333333,Over-tagging
305,"Fair votes for everybody. The truth is that Nick does support fundamental reform of the House of Commons and the House of Lords. But you haven't offered it. We are going to put it to a referendum next year and let the people decide. When politics breaks down in the way it did, and we had corrupt MPs, then we've got to have a new start, a referendum next year on a new House of Commons and a new House of Lords. That's the way forward. I'm sorry that the Conservatives reject these reforms.","{2000, 2011}",305,"{200, 201, 2011, 2000}",0.665,Over-tagging
306,"But that's why I said it, because I think it was overloaded, it wasn't fully funded, and I think that, particularly now, in 2024, the base camp, the foundation, is economic stability.","{100, 101}",306,"{105, 100}",0.89,Mixed/Mismatch
307,"Creativity, discipline, standards in schools, but we can't evade this question. If we're going to have the best education for our children, we do need the teachers and the teaching assistants. Now, if you cut money out of the education budget now, you'll be cutting the numbers of teachers and teaching assistants. Now, we say it's so important for our country that while we cut the deficit, we will maintain our investment in education per pupil. Now, the Conservatives cannot say this, and I think we need an answer this evening. Again, it's the risk, the risk to our health service, the risk in crime, if you have less, please. Now it's the risk to education.","{100, 105, 300, 301, 1200, 600, 602, 1211}",307,"{600, 602}",0.8325,Under-tagging
308,"Well, I think there is real improvement in the health service. I'm really sorry if you've been waiting an unacceptable period of time. I don't know whether there are other people here who have used the health service recently, but I actually think when you go into our healthcare system, I'm not saying everyone, and I'm sorry that you've had a bad experience, but I think, on the whole, people get a very good service out of our National Health Service today. You, sir.","{300, 301}",308,"{331, 300}",0.89,Mixed/Mismatch
309,"No, it's an absolute myth actually that the IPCC report was somehow advocating moving away from meat and milk, the kind of produce that we produce in a temperate, wet, largely wet climate like in Wales, actually animals fed on grassland make a positive contribution because grass is one of the most important stores of carbon that we have. If you lose that, if you move away from that, actually you move to scrub etc, then you actually actually lead to higher emissions as a result of that. The real message on food, right, is that we, all of us, as individuals, public authorities, schools, NHS, etc., we need to be buying more locally. We need to create local food systems producing the whole range, both of plant protein and animal protein, and stop importing it to the level we do. And farmers are an important part of the climate change that we want to create because they are custodians of the environment and we should be involving them as allies rather than decrying them as the enemies of...","{400, 401, 700, 705}",309,"{1300, 300, 301, 1303}",1.0,Mixed/Mismatch
310,"Before we discuss Prince Andrew, I think we should discuss the victims that are there because of what Epstein was doing. And I think there are very, very serious questions that must be answered, and nobody should be above the law, but the primary position ought to be the proper treatment of those people who are victims of the most appalling behaviour by, apparently, Epstein and many others.","{1200, 1207}",310,"{1300, 1302}",1.0,Mixed/Mismatch
311,"I've been crystal clear. I believe all our plans are compliant with our international obligations, but if I am forced to choose between securing our borders and our country's security or a foreign court, I'm going to choose our country's security every single time.","{200, 1926, 1900, 230}",311,{1900},0.8325,Under-tagging
312,"Because they've analysed everybody's thing, everybody's spending, everybody's child. Let me give you an example. Look, you know, I want to help pensioners in our country. We're going to have the triple lock on the basic state pension. That means pensions going up by 2.5% or prices or earnings. But we have said that the winter fuel allowance will not continue to go to pensioners with incomes above £43,000 a year. Because I don't think I can justify that in the times that we're in. But I think this point about the drivers of the welfare bill and what is actually making it go up is actually the key thing that is underlying it.","{1300, 1302, 1303}",312,"{105, 100, 1300, 1303}",0.868,Mixed/Mismatch
313,"No. Let me explain why. I believe in a welfare system with responsibility. Responsibility means that if you can work, you should work. We're the only party at this election actually putting forward a proposal to say if you're a young person unemployed more than a year, we'll guarantee you a job working with the private sector, but if you don't take the job you'll lose benefits. Because I think that actually responsibility is the foundation of the welfare system. But let me just say one other thing to you, Amy, because it's important for keeping control of the welfare bill. Take the issue of housing benefit. You may not be obvious, but the housing benefit bill has gone up a lot in the last five years for those in work. Now, the reason for that is we have an economy based on low pay, and we're not building enough homes in our country. That's why we'll have an £8 minimum wage, and that's why we'll build homes again in Britain. You see, dealing with the welfare bill is about responsibility, but it's also about tackling the underlying factors that are driving the welfare bill up, like a low-pay economy that doesn't work for working people. And you know, this is all connected. Because our economy doesn't work for most people and works for the richest in our society, in my view, it means that the welfare bill is higher. It means that people are having a harder life and working all the hours that God sends. So we'll keep it under control.","{1300, 500, 1302, 1400, 1401, 506}",313,"{105, 100, 1300, 1302}",0.9175,Mixed/Mismatch
314,"The others don't agree about that, but I badly think we really, really need to stop this tax that could kill our recovery and kill jobs. I don't think it is. In many other parts of the world, it would seem to be a completely standard. I mean, Gordon Brown has talked about various bodies, but none of them actually involving the different parties. David Cameron says he'll try and make a hung parliament work, but spends all his time in the newspapers this week making those ludicrous claims about total meltdown, as if the world will end. The world won't end, and it'll be your choice. If you decide that no one here deserves an outright majority, then, of course, we'll just need to be open about it and talk to each other. We'll talk to each other in order to provide the good government, the sound government, that you deserve. Because you deserve a government where we put your interests first and don't allow everything, constantly, to be hijacked by short-term political point scoring.","{2000, 2012, 107, 100}",314,"{107, 100}",0.665,Under-tagging
315,"Miles, what I think is really important is that you have the further education opportunities that you need, whether that's university or technical skills, I think either are perfectly, they're equivalent, they're really important. My dad was a toolmaker, so he went down the skills route. I was the first, as it happens in my family, to go to university. So we would ensure that those jobs are there for you for the future, that you have the opportunity to get on. will build the houses, so you don't have to be, what, 30-something, 35, 36 before you own a house under this government. But what I won't be doing, I won't be doing, is sending you on national service, some sort of teenage dad's army, which would be what the Prime Minister would say. Forget going on to university. He wants to send you off to do national service.","{1200, 600, 601, 604, 1208}",315,"{600, 105, 100, 601}",0.9057142857142857,Mixed/Mismatch
316,"Can I try and move beyond the political point-scoring? We're not, as a nation, going to be able to balance the books, we're not going to be able to fill the black hole in our public finances unless we also do it with fairness right at the heart of everything we do. People aren't going to accept these difficult decisions unless we do it fairly. That's what I think. Accompanying the difficult job of actually filling the structural deficit, we also need to introduce a big tax switch so that people on ordinary incomes, low incomes, get a tax break - £700 back in their pockets - so they don't pay any income tax on the first £10,000 they've earned, by closing the loopholes at the top and using the money so that people feel that whilst difficult decisions are being made, at least the tax system is on their side. If you don't have fairness at the heart of everything we do, it's going to be very, very difficult to see us through these difficult decisions in the years to come.","{105, 107, 100}",316,"{105, 107, 100}",0.0,Perfect
317,"I don't want to bore people with the figures, but it is important. Up until 1997, the highest number for net migration into the UK was about 77,000 in a year. Since 1997, since Labour came to power, it's never been lower than 140,000. Sometimes it's been 200,000. That's equivalent to 2 million across a decade. It's just too high. It can be brought down. We did it in the past. We should do it again.","{200, 230}",317,"{105, 100}",1.0,Mixed/Mismatch
318,"Yes, yeah. The first thing I'd say is, we treat you with respect. And I say that because we have a Prime Minister who, 18 months or so ago, said, I'm going to get the waiting list down. And he said, hold me personally responsible. And now he hasn't got them down, because they've gone up and knocked down. He blames you. He blames the NHS staff. We will never do that, because I know how hard you work all of the time. in Covid in particular than the waiting list. But we do have to take the pressure off the waiting list. Now that is an ask of staff. It is an ask of staff. I'm not going to say otherwise because we will be working evenings and weekends to get those lists down. It will help because all of the hospitals I've been to say having that waiting list is a real drag on what else we can do. We will work, we'll pay the staff properly to do it. I'm convinced we can do it, by the way, because in St Thomas' in London and one of the Leeds hospitals I went to, I met the teams that are doing this already because they've decided to do that","{325, 300, 301}",318,"{331, 300}",0.9175,Mixed/Mismatch
319,Well it's not a question of having no idea.,set(),319,set(),0.0,Perfect
320,"No, we think that's an arbitrary sum.",set(),320,set(),0.0,Perfect
321,"What will happen on leaving the European Union is that we cease to be members of the single market and therefore free movement ends. What we're saying is that every EU national that is resident in this country must be given permanent rights of residence here and not blocked for it by this government. And secondly, that we would ask, as we've already done in opposition, that all European governments do the same for British nationals that are living there. And that we recognise the massive contribution made by people to this country have come from all over the world, as well as from Europe, to our health service, our education, our industries, our universities and our science.","{200, 1900, 1910, 230}",321,"{1900, 1910}",0.665,Under-tagging
322,"Well he's absolutely right, that pensions should be linked to earnings and we'll do that in 2012 when we've got the resources to do so. We've also introduced the winter allowance for all pensioner households where someone is over sixty, and that's two hundred and four hundred pounds for people over 80. We're trying to do our best to create a new regime for pensioners where women particularly have a full state pension, which they haven't had in the past. To come to benefits, we're making it a condition for young people, they've got to take a job,we're making it a condition now for people who've been long term unemployed, that they've got to take a job. Yes we've got 2 and a half million more people now in work than there was in 1997, and yes single parents are working now when they used not to work, and yes we've got more young people in training and in education than we've had before. But yes also, we've got to go further, these are the measures of compulsion, a requirement to work and a responsibility to work.","{506, 1300, 500, 1303}",322,"{100, 105, 1300, 500, 502, 1303}",0.8585714285714285,Mixed/Mismatch
323,"What I'm not proud of is that we've had 14 years of the Tories and the crashing of the economy. But what I am realistic about is we've got to have a programme for government which is credible, that can grow our economy so we can invest in our green prosperity plan and so that we can eradicate poverty. And I know Labour can do it because we've done it before and we'll do it again.","{705, 700, 100, 101}",323,"{100, 103}",0.9339999999999999,Mixed/Mismatch
324,"Well, as I've just answered, I'm not going to give you a different answer from the one I've given Faisal. It's not about not knowing, Jeremy. It's about thinking what... Well, you don't know, do you? It's about thinking what the right approach is to get to that figure.",set(),324,set(),0.0,Perfect
325,"I'm fighting Labour's plans to tax our healthcare professionals on their pensions. That's what I'm fighting. Senior nurses, doctors... I don't think that's why anyone's leaving. ..are going to leave the NHS, and they're also going to be piling on additional pressures into our world. Penny, we haven't won the general election yet.","{107, 100, 500, 503}",325,"{107, 100, 301, 300}",0.89,Mixed/Mismatch
326,"No, no, Abu Qatada and Hizb ut-Tahrir are who you work for as well, so people can Google that and have a look. But there's a clear choice. I'm investing more in our country's defence, up to 2.5% of GDP. OK. You are not doing that. So how can you tell people you will keep them safe when you're not willing to invest more in our country's security? Thank you.","{1600, 1608}",326,"{1600, 1610}",0.89,Mixed/Mismatch
327,"Let's be real, we have over 100,000 vacancies in the NHS alone. That's not even counting social care, hospitality and other sectors. And I've said this before, but it hasn't become less true. If you meet a migrant in the NHS, they're more likely to be treating you than to be ahead of you in the queue. Now, some politicians, and unfortunately, the list of which politicians that is, is getting longer. like to scapegoat migrants for the problems with underfunding public services, when in reality, the cause of that is decades of decisions to underfund those public services by political parties. They could choose to make other decisions, they could choose to make bold decisions about how you pay for public services and how you raise those funds, and the Green Party is the only party in England being honest about that.","{100, 325, 105, 300, 529, 500}",327,"{105, 100, 1300, 1302}",0.9175,Mixed/Mismatch
328,"Well, I think in terms of the cuts to public services, that's had an impact. If you just take one small example, youth work. When you had a well-funded youth service, there were youth workers available to challenge the ideology of young people.","{1305, 1300}",328,"{105, 100}",1.0,Mixed/Mismatch
329,"Fifteen minutes later,",set(),329,set(),0.0,Perfect
330,"And that's the problem. You've got these vast areas where it's not just how much it is, it's also there just isn't a dentist there, which is why... And how have we got to this state in 2024, where basic things like dentistry are a problem in our country? I mean, what on earth has happened to get us to this place? We've got to fix it. I look forward, on the first day we get into government, to starting on this job. I find all of that much more interesting than all the sort of talking about what you're going to do. I just want to get on with it.","{300, 325}",330,"{300, 325}",0.0,Perfect
331,"We're talking about an increase in rents and people not being able to afford to pay rents. That's simply because we're not building enough houses. We're not building enough houses at the moment. You know, we have a problem. We're building 140... Hang on. We're building 140... Hang on. We're building 140... Maybe if we trained enough of our own people we wouldn't. Let me just finish. 140,000 houses per year that we're building at the moment. 80,000 of those are swallowed up by immigration. Alone!","{1400, 1401, 230, 200}",331,"{1400, 105, 100, 1401}",0.89,Mixed/Mismatch
332,"You have your chance to speak. Relax. So we introduced the idea of actually both ways. The employee can decide to have three, four, five different contracts with different employers, and they can choose. There was a really interesting piece of work that McDonald's did the other day, and our fact checker hopefully will support me on this. So they offered all their zero-hours contract employees to go on a permanent contract. 80% of them said, no, we don't want to go on a permanent contract. We prefer the flexibility, whether they were students or for whatever reason, they wanted that flexibility. So we have to be careful before we sort of tar a hole. section of the workforce by saying, actually, you know what, these are all bad. Actually, people sometimes prefer that flexibility, especially if they're studying and want to work at certain hours, not all the time.","{505, 500}",332,"{504, 500}",0.89,Mixed/Mismatch
333,"Well, I think on the issue of the European Union, I'm a passionate Remainer and lots of people have tried to say that I shouldn't be standing up for what I believe in and tried to say that, you know, it's wrong to argue for a people's vote. We've had the discussion tonight, but I've absolutely stuck to my guns and I will continue to do so to stand up for my principles and you can see that in action.","{1900, 1910}",333,{1900},0.665,Under-tagging
334,We want increased migration into Scotland because that's one of the ways you grow the economy.,"{529, 500}",334,set(),1.0,Missing (False Negative)
335,"No, no, - no Jeremy, excuse me. You can say what the backlog is of claims. The backlog of claims I think is down to round about ten thousand, that's down from sixty thousand that we inherited, right. In respect of removals, there were one in five asylum seekers who failed, were being removed. It's now half of them that are being removed.","{200, 230}",335,"{200, 230}",0.0,Perfect
336,"No, we're committing to a balance plan which balances the books, not going much further. And I tried to set out what that balance plan is, but look, you and others will have to make a judgement about this, because I think we can balance the books without sacrificing our public services, without sacrificing tax credits. Jenny asked a question earlier, the very first question of this programme, where is Jenny who asked? who asked the question. Yeah. Look, Jenny, I'm afraid David Cameron, he might have sounded like he answered your question, but he didn't. But he didn't really give you a guarantee. I'm going to give you that guarantee tonight. I'm not going to cut your tax credits. I'm not going to cut child benefit or means test it. I think that would be the wrong thing to do for our country. the wrong thing to do for family financing. And I've got to say, after Mr Cameron's answers tonight, tax credits and child benefit are on the ballot paper of this election. Because millions of families risk losing thousands of pounds because of the cuts plan that he has. So yes, I do disagree with Mr Cameron. I've got a different plan.","{105, 100, 1300, 1302}",336,"{105, 100, 1300, 1303}",0.802,Mixed/Mismatch
337,Because of the record of this Prime Minister. So we've had...,set(),337,set(),0.0,Perfect
338,"Well, well one of the things that if you're serious about penal policy in this country, you've got to be serious about punishment for people who've offended. But you've also got to try...","{1200, 1205}",338,"{1200, 1205}",0.0,Perfect
339,"Of course, the easy thing is to say how much we all love and depend and rely on the NHS. The difficult question, which is, I think, the one that you're addressing, is how do we protect the NHS, which we all rely on, maternity services, A&E departments, GP services and so on, when money is tight? And I think it's a little bit like the earlier discussion about equipment in the army. The priorities at the moment are all wrong. The last year, under this Government they have just employed 5,000 more managers in the NHS, yet the maternity ward in the NHS hospital where my third son was born just over a year ago is threatened with closure. This Government spent £12 billion on a computer system in the NHS which doesn't work and yet I was in Burnley the other day, I think Jacqueline was saying that you come from Burnley, As you know, Jacqui, they've closed the A&E department there. I think you have to now travel 25 miles to Blackburn. So what is going on? We're closing A&E departments and maternity wards and wasting money on computer systems and bureaucracy. I want to turn that on its head so we can protect the NHS that we all rely on.","{325, 300, 301}",339,"{105, 100}",1.0,Mixed/Mismatch
340,"Not at all, because we are putting forward the solution, and it's got to be a political solution. We can invest more in the police. The money is there if we have the political will to do it. We know that austerity was a lie. It didn't have to happen. People have suffered needlessly. And when you've got Extinction Rebellion protesters on the streets pointing the finger at politicians and saying, you have put our lives at risk. You are playing fast and loose with our future. You didn't take that step 12 years ago that you should have. This is our last means of resort. I'm very proud to put my body on the line and stand in solidarity with them.","{800, 803, 100, 200, 105, 207}",340,"{105, 100}",0.7766666666666666,Under-tagging
341,"Well, Stephen, the levels of migration are at record highs, 685,000. It's never been that high, save in the last year or two. The Prime Minister says it's too high. Well, who's in charge? Who's in charge? He's the most liberal Prime Minister we've ever had on immigration. We've never had numbers like this before. And he says that you can believe him on the boats. Nobody should be making that crossing across the Channel. 18 months ago, the Prime Minister made a promise. He said, just like the NHS promise, you're personally accountable for it, that he would stop the boats. This year alone, 10,000 people have crossed on boats. That's a record number. So again, he's made a promise, and he's completely failed to keep it.","{200, 230}",341,"{200, 1900, 1901, 230}",0.665,Over-tagging
342,"Well, no, we've said we've put $10 billion in. We've put an additional $2 billion into the challenge around social care. And we're committing another $8 billion by 2022 into the NHS. But you need a strong economy to be able to do that. ","{300, 301}",342,"{105, 100, 1300, 1303}",1.0,Mixed/Mismatch
343,"Well, let me deal with that directly because I think we're gonna do something Which should have been done a long time ago probably by governments of both parties Which is to say that we'll have three-year tenancies not one-year tenancies in the private rented sector Because so many young people so many families are facing dreadful insecurity and within those three years We will cap the rents because I think it makes sense that people can have some stability when it comes to private rented housing and one other thing is we will also ban letting agents from charging tenants fees. At the moment, letting agents charge fees to tenants and to landlords is not fair, and lots and lots of people lose out in our country as a result.","{1400, 1406}",343,"{107, 100, 1300, 1302}",1.0,Mixed/Mismatch
351,"If we're going to make a real difference, we've got to change the energy balance in our country. And we've got to remove this fixation about using oil, our addiction to oil, our dependence on oil. And that's why our energy plan talks about how we can move with nuclear and renewables and oil and gas. We want 15% renewables by 2020. We're the world's leading offshore wind power at the moment and we want to do more in every area for renewables. So the questions I have to ask the two other parties is this, why are you so against nuclear power because it is the means by which we can balance off our energy supply without having the dependence on oil? And David, why don't you have a renewables target as we do so that we can use wind power? Why are you so against the onshore wind power that people are trying to develop? You seem to support it in principle but in every constituency where it happens, you seem to be against it. Let's get real also about getting this energy balance right.","{800, 801, 803, 806}",351,"{800, 805, 806}",0.868,Mixed/Mismatch
361,"I have to say the answer is clearly no, we can't afford to. I do agree with you. We look at North Africa, we look at the Middle East, we look at huge tensions in neighbouring Russia. The world is in a very dangerous place, perhaps a more dangerous place than it's been at any point since the fall of the Warsaw Pact. It is astonishing that we saw the last government run down defence spending. Nobody thought that a Conservative Prime Minister would run the British Army down to the size of 82,000, and they still won't commit to 2%. In fact, from what I can see, almost nobody is prepared to commit to 2%. I think we should commit to 2%. I think we need to go back to 2010 manning levels and Trident, expensive though it is, I'm afraid is a necessary thing to have in the modern world. I would also like to see us spend just a little bit more money looking after our ex-servicemen and women who've come home from repeated conflicts and not been looked after properly.","{1600, 1608, 1609, 1900, 1909, 1910, 1911}",361,"{1600, 1610, 1608}",0.9175,Mixed/Mismatch
388,"We absolutely need to look at every single layer of our society to do this. Our Green New Deal looks at our homes, our industry, our energy, and very importantly, our agriculture, our food, and how we deal with our land. At the moment, we focus far too much of our land on pasture. We don't have enough woods. We need to plant an awful lot more trees. We need to rewild our landscape. What about red leech? And it means some of the landscapes that are currently being used for pasture land for meat need to be changed to being forestry, need to be changed to being absorbing carbon as well. And that's really important.","{400, 401, 700, 709}",388,"{705, 100, 105, 400, 401, 700, 703}",0.87625,Mixed/Mismatch
394,"Is that really that important? Let me answer that directly, because I think it's important. I think the most important duty of any government, anyone who wants to be Prime Minister of this country, is to protect and defend our United Kingdom. And are we really happy to say that we'd give up our independent nuclear deterrent when we don't know what's going to happen with Iran, we can't be certain of the future in China, we don't know exactly what our world will look like? I say we should always have the ultimate protection of our independent nuclear deterrent.","{1600, 1920, 1610, 1900, 1907}",394,"{1600, 1610}",0.732,Under-tagging
404,"This is from the government that cut the police force by such massive numbers, privatised our probation service and got rid of all of our PCSOs in many parts of the country.","{108, 1209, 100, 1200}",404,"{1200, 1209, 1300, 1303}",0.89,Mixed/Mismatch
416,"But of course, freedom of movement benefits British people. We can move freely across the European Union. And people can come here too. And that leaves massively advantages to our business, to our tourism industry, to our health service. It's about understanding that talking about these issues should be done in the interest of the country, not demonising people who come from somewhere else for short-term political benefit.","{200, 201, 1900, 1524, 1910, 1500}",416,"{108, 1900, 100, 1901}",0.9633333333333334,Mixed/Mismatch
429,"Just respond to the point that this was in the documents, is the claim being made? I mean, people can see for themselves. And it's just a desperate conspiracy theory. We're absolutely crystal clear. The NHS will not be on the table. The price the NHS pays for drugs will not be on the table. We will walk away from any trade discussion where that's put on the table. We care deeply about supporting our NHS.","{321, 300}",429,"{108, 100}",1.0,Mixed/Mismatch
432,"Health has been used as a political football by Labour and the Conservatives in order to try to score points off each other ahead of the general election and the people that suffer most when that happens are the patients and the staff in the Welsh NHS. Now there are problems in health in England and in Wales. And my view is that those problems are exacerbated by cuts to social services, but they're also exacerbated by privatisation. And it was the Labour Party that began the process of privatisation in the health service. They introduced PFI schemes and they introduced foundation hospitals as well. And my view is that the private sector has no role in a public health service.","{100, 105, 108, 1300, 1305}",432,"{108, 100}",0.732,Under-tagging
