text,claim_labels
"Some great words have been said. I mean, utterly, utterly heartbreaking is how all of us must feel. It is impossible to imagine, if you receive that phone call, that a loved one, a daughter, a son, a father has been murdered in a terrorist incident. Utterly impossible to imagine. But we do also have to just recognise the extraordinary bravery, as people have said, of members of the public, And I think that does also remind us that all of us, in our daily lives, we have to remain incredibly vigilant. Because yes, we must keep investing in more police and more technology. But however many police we have, and we need as many of those police as possible on the streets, everywhere, in our towns, villages and cities, making us feel safer. The more police on the streets, the safer we feel, but we must remain vigilant.","[1200, 1209, 1211, 1900, 1926]"
"So when we look at our National Health Service and we realise that a quarter of the people working in the National Health Service are from overseas, the vast chunk of which are from the European Union, we realise that when we refuse to give those folks in the EU the right to settle here with their children, not only are we doing something utterly immoral, we're doing something that is damaging our own future. And this is the problem. with Theresa May's Brexit plans backed by Jeremy Corbyn, is that she is putting together a plan which appeases the Paul Nuttalls and the Nigel Farages, but damages our children's future. That is why you should have the final say on the Brexit deal, not the politicians.","[200, 201, 207, 300, 325]"
"You see, I warned you at the beginning. I said they were all the same. And what you've seen tonight is the politically correct political class. Oh, they're very keen to be popular on the international stage. They don't understand the thoughts, hopes and aspirations of ordinary people in this country. They are detached. Most of them have never had a job in their lives. What we represent in UKIP is plain-spoken patriotism. We believe in this country. We believe in its people. We think Britain can be a lot better than this. But if you want things to be shaken up and to change properly, you've got to put more UKIP MPs in Westminster. We won two by-elections last year. We can outshine all expectations on 7th May. Let's do it.","[100, 105, 200, 201]"
"I think what the people of Scotland want right now is to get rid of the Tories. The people of Scotland haven't voted Conservative since 1955, and they want to make sure there's not a Conservative government. But this election is, of course, about much more than that, because change has to look like something. We're clear about what change looks like to us. Investment in the NHS, action on the cost of living crisis, making sure that we rejoin the European single market, and, of course, delivering on net zero. The Labour Party do not agree with those things. We can hold their feet to the fire.","[100, 105, 700, 705, 1300, 1302]"
"Nobody earning below £20,000 will pay the national insurance rise. The reason for the national insurance rise is to ensure our health services, our police and our education, and David can't guarantee funding for police and education that will match what we are doing. That's the reason for the national insurance rise. But nobody below £20,000 will pay it. Six million people in this country receive tax credits, and the Conservatives and Liberals have a plan to reduce tax credits for middle-class families. I come back to this central question about fairness in the tax system. If David wants fairness in the tax system, why does he support this inheritance tax cut for only 3,000 families, worth £200,000 each? The biggest beneficiary of the Conservative manifesto is, as always, the richest estates in the country, and not the ordinary, hard-working people of this country. If the Liberals want to cut child tax credits with the Conservatives, then I can say one thing - I will never form an alliance with a Conservative government that cuts child tax credits.","[100, 107, 1300, 1302]"
The response of the people of Manchester was absolutely magnificent. All communities of all faiths came together and I utterly deplore the language that Paul Nuttall uses and the subliminal attack the whole time on people of Muslim faith in what you say. You invited Hamas to the House of Commons and called them your friends.,"[100, 105, 200, 201]"
"No, hang on a second. I raised £100,000. I raised £100,000 for the London Taxi Charity to send veterans back to Normandy. That's why I was there. Thank you.","[1600, 1609]"
"...for civil libertarian grounds, identity cards, compulsory national identity cards, but also and I've been asking the Prime Minister about this, on many occasions over the course of the last six months or so, when you get in to the detail of what it means for you, and for me. Having to go to a test centre, having to pay out a significant amount of money. Problems for old people, the government not even being able to tell us, despite the fact they introduced to this extent, how the system will work and exactly how much it will cost. I think it's a responsible opposition party that at that point says, hold on a minute, this is not a route we should be going down. We'd be far better putting more police on the streets.","[100, 105, 200, 207]"
"I can defend our record, which is clear. 400,000 fewer people are in absolute poverty today than in 2010. Child poverty is higher. 700,000 children are now not living in a workless household. And the best route out of poverty... Child poverty is increasing. The best route out of poverty, heartbreaking as it is, especially when it concerns children, the best way to help people like that is to find a secure and well-paid job for them and their families. Thank you. That's what we're doing with our National Living Wage, which is making sure that wages are rising at the fastest rate for those at the bottom and employment now is at a record high.","[1300, 1302]"
"Look, first of all, we respect the result of the referendum. I know that the SNP never do, but we do, and that's what we've said on that point. On the second point, on the second point, I absolutely believe that people come to this country and work hard and contribute but we cannot have an economy that relies on just overseas workers. We have to also have an industrial and skills strategy when unemployment is going up in the UK that we can train and fill our skills gaps as well.","[100, 103, 200, 500, 529]"
"Mr Johnson, your closing statement, please. This Thursday we can choose another hung parliament under Mr Corbyn and Nicola Sturgeon with two chaotic referendums or else we can get Brexit done, get out of neutral and get a parliament that works for you and on your priorities. The NHS, the cost of living, 20,000 more police, more cash for our schools. Let's get it done. Let's move on and vote Conservative on Thursday. Thank you, Boris Johnson.","[100, 101, 300, 301, 600, 602, 1900, 1910, 2000, 2011]"
"May I ask a direct question to David Cameron? You're proposing, David... You're proposing an additional £12 billion in welfare cuts. Where are those cuts going to fall? Who is going to pay the price of those cuts?","[100, 105, 200, 201, 1300, 1302]"
"Well, the thoughts of everyone are with the family and loved ones of the two innocent people who lost their lives. It's not true that the only option at the time was automatic release halfway through the sentence. There were other options available. It's now not the case either. But people don't want history lessons after this. terrorist atrocity. What people want is to put victims first and put keeping communities safe first and so we can't avoid asking tough questions in general about the Conservative decision to cut more than 20,000 police, about the chaos in our prison system where there are more and more assaults on prison officers and by the disastrous part privatisation and breakup of our probation service which is looking after a quarter of a million people across our country in order to keep our communities safe.","[100, 108, 200, 201, 1200, 1205, 1209]"
"Yes, because having a strong relationship with our closest partner and ally in the United States is critical for keeping everyone in our country safe.","[1900, 1930]"
"Well, I think, well, I would probably leave a copy of, since you want a literary effort, a copy of my brilliant Brexit deal, which allows us to come back. Non-political. Non-political. I will wait. Maybe by next year, we will be able to see his own Brexit deal. Non-political, Mr. Johnson. Non-political. What I think, Mr. Corbyn, Mr. Corbyn shares my love of plants and trees. I think maybe some... Maybe your little cardboard buses, maybe. Some dams and jams. Some dams and jams. Some dams and jams.","[100, 1000, 1002, 1800, 1803]"
"You are going to take money out of us. Thank you, Mr Brown. Mr Clegg. I'm not sure if you're like me, but the more they attack each other, the more they sound exactly the same. Let's go back to Joel's question. Joel asked, why are you being tested so much? How can all pupils in our schools feel that they're being supported and getting the best out of education? And I come back to this need to combine two things. Firstly, more freedom for teachers and headteachers. Remember this crazy thing I told you about headteachers getting 4,000 pages of instructions by email? And secondly, smaller class sizes, more one-to-one tuition, Saturday morning classes, evening classes, so that you can help those children in particular who perhaps aren't being supported at home as much as anybody else. Because you know, I certainly know from my two sons who go to a school, a local school, excellent state-funded school in my area, if a whole class can move together, then that enriches all children. I think what goes wrong is when classes get so big and classes actually fall apart.","[600, 602, 603]"
"Dennis, thank you for your question. The NHS is quite an important topic for me because I physically wouldn't be standing here if it wasn't for the good work that the NHS did. I was a disabled man for 18 years. I know the importance of our public services but our NHS in particular. The thing the NHS requires more than anything is clear financial support from government and a plan for the future. And I'm afraid that Westminster doesn't offer that hope and that certainty. What's baked in under a future Labour government is £18 billion worth of public sector cuts. That's the equivalent of the entirety of Scotland's health and social care budget. You deserve better and the people of Scotland deserve better, which is why people should vote for the SNP at this election in Scotland.","[100, 105, 1300, 1302]"
"because people are getting poorer. It's quite simple. I mentioned a few moments ago that GDP, wealth per capita, has fallen for the last six consecutive quarters. And it's very much... And it's been the same. It sort of began with Labour, but it's continued. It's very much a country in which the big corporates and the big banks and a certain group of people have become richer exponentially, And everybody else has fallen behind. And things that perhaps we could have expected when we were younger, our kids and grandkids now find a house unaffordable. Rents have risen by 20%, in some parts 30%, just in the last three years. And I'm sorry, but we are back. to the population explosion and the massive impact it's having on the lives of people. And we've got to try to get the population to steady, and we have to build more houses, and we have to take the poorer people out of tax, increase the tax rate... Thank you very much. ..for £20,000, get people back to work.","[100, 101, 105, 1400, 1401]"
"Thank you. Great British Energy will be an owned company by the UK taxpayers that will bring energy, clean energy, to the country which will bring down bills and give people good skilled jobs. We've heard from the Tories for 14 years that they were going to do something about skills and manufacturing in this country. I asked the people to look at their record and they constantly spout these lies that we're going to stop people's cars, that we're going to do this, going to do that, when really the reason they say that is their 14 years of abstract failure. And are your green policies going to be in your manifesto? You have failed the British people.","[800, 806]"
"I mean, Robert, you literally abolished the Department for Climate Change. You sold off the Green Investment Bank, and you stopped onshore wind.","[100, 108, 700, 705]"
"I never said that raising energy bills was a way to solve climate change. Let me explain. It was a levy. Well, let me explain. Look, I always said, when I was Energy Secretary, that there will be upward pressures on bills as a result of the need to transition to a green economy. But I also said that we need to make sure the energy market was fair. And you can't use climate change as an excuse for ripping off the consumer. And that is what's been happening with the energy companies. And look, it goes to another big choice at this election. Who's actually going to stand up to the energy companies and say, we are going to freeze bills until 2017 so prices can only fall. We are going to give the regulator powers to cut prices so that actually wholesale price reductions get passed on. Sure, there are upward pressures on bills in the long run. But that makes it all the more important that you reform the market to make it fair.","[100, 105, 107, 800, 806]"
"Well, Almaz, thank you for your question. And for you and for everybody else in this country, I have a long-term economic plan. It's called Stay in the Single Market. The European single market is where we sell half of our goods to. It is vastly significant to the creation of jobs, well-paid jobs, the ability for us to grow as an economy. Since June last year, let's not pretend that things have not got worse. The value of the pound has crashed. The average family is £500 a year worse off now, and we haven't even left yet. We've seen the inflation rate go up already. So I love my country. I want to do what's right by my country. And that is why, when that deal comes to you in the next 18 months, you should have the right to the final say. Because if we can fight and stay in the single market, we can protect incomes, we can protect jobs, we can keep down prices. Let's do the right thing.","[100, 101, 1900, 1910]"
"Well, we'll get those operations going as quickly as we can with the staff. We've got the models from the London Hospital, the Leeds Hospital. We're asking those teams to go around the country to talk to other hospitals, maybe the one that you work in, to say, this is how we've done it. This is what we would recommend. Now, however long that takes, but we will get that. How long will it take? We will make a start on that absolutely straight away. You've made that clear. Everybody here will either be on a waiting list or know somebody who's on a waiting list. It's incredibly discomforting. And it means people aren't able to go to work, and that's not helping the economy.","[100, 103, 300, 301]"
"Thank you Omar and I agree passionately with what you've said about the NHS. It's absolutely vital that we support it and it is one of the single most beautiful and brilliant things about Britain and about our society and we are determined to fund it not just now but for the long term. In this One Nation Conservative Government we're putting record sums in £34 billion. We are, as I said earlier on, we're not just upgrading 20 hospitals, but we are building 40 new hospitals as a result of the decisions taken by this government. We will invest in GPs. We'll have tens of thousands more nurses, 6,000 more GPs. And our objective is to have a health service that is not just better for doctors and nurses, but better for patients as well. Thank you. We can achieve that only if we have a strong economy. Thank you. And I'm afraid, which is what we do.","[100, 105, 300, 301, 325]"
"But don't you think cuts to social services make that situation even worse, put even more people at risk because you've got fewer social workers inspecting?","[1300, 1305]"
"Well, it's certainly not somewhere that I would suggest that is somewhere that one holds up as a paragon of virtue. I think what the DPRK, what North Korea has been doing in terms of its missiles and its nuclear situation and, you know, we had another ballistic missile test only a few days ago. We're very clear that we want to see those changes in North Korea. I think it's important for China to be influencing those.","[1900, 1907]"
"Well, we all try to be as green as we can. I do have a car. I use it when I need to. Petrol car? A hybrid car, because when I got it, I lived in a home that didn't have the charging infrastructure. And we've got to improve the charging infrastructure.","[700, 705, 800, 806]"
"Tonight you will see that there is only one party that is going into this election which is truly committed to the Brexit that people voted for on June the 23rd last year. And that is a Brexit whereby we are back in control of our own laws, of our own borders and of our own money. It is also a Brexit whereby we take back full control of our waters and sign free trade deals all over the world. UKIP is also the only party going into this election with a clear and honest commitment to reducing immigration through a policy of balanced migration. You will also see that we are the only party that is committed to cutting a foreign aid budget that is costing you, the British taxpayer, around £30 million every single day. And we want to reinvest that money into our national health service. And it should be a national health service, not an international health service. Finally, Brexit would never have happened if it wasn't for UKIP. We have taken you so far. Elect UKIP MPs and give us the tools to see this through.","[100, 107, 1300, 1302, 1900, 1909]"
"First of all, please don't hate me, but my first house cost £32,000, which you're saying is the average deposit. So I can't actually imagine how you look at having a home of your own. And I think that's one of the saddest things, because to have that security of something that's yours, whether that's a long-term secured rent, whether that's a council house or whether that's somewhere you buy. I mean, that's a fundamental human thing to do. And the flip of that is seeing the homeless levels rise and knowing that's to do with government choices around pay, around accessibility, around building houses. So what Labour is looking to do is basically fundamentally build more houses. It's also about getting young people so that they have the skills to build those houses. It's then about having a million new houses over a five-year period and making sure that half of those go into social housing, so whether that's with housing associations or with councils, so that they're there, they're secure and they're an asset of this country. It's also about making sure that you have landlords who are honourable because the level of rent increases is ridiculous. So we're going to make sure that that's capped to inflation. We're also going to make sure that landlords have to provide a safe home so that all of the checks are done for you. We're going to have to try and also make sure that this just getting rid of tenants when they don't want them, or to get more people in and bigger deposits. That's got to stop and we will bring in legislation to make sure that that stops. But again, with everything that Labour's proposing, what we're trying to do is think big, think how we can help everybody to have a secure home and also to help the economy by putting those skills and the money back in the country. So the final thing, you were talking about foreign investors. If people want to invest in this country, fantastic, we'll take their money, but we also want to make sure that they do invest in this country because they are using our roads, they'll be using our education and they'll be benefiting from the economy that we want to see growing.","[1000, 1400, 1401, 1409, 1900]"
"Well, I just... I don't accept that. I mean, I think, you know, I understand... Is he wrong? ..that they're under pressure. Is he wrong? Well, I think if you look at Lincolnshire, in that county as well, you know, crime has come down because the police are doing a great job, and there's more we need to do, using modern technology, to make sure that crime continues to fall under this government. And if we do that, then we should be saving money as well.","[1200, 1202, 1209]"
"It is about priorities, and isn't it interesting how there are always unlimited billions of pounds to spend on foreign wars. There's five billion pounds now that are going to be spent on refurbishing the palaces of Westminster. Yet we can't put people and health services and social care services first. Now Plaid Cymru's got a costed plan to increase the number of doctors by 1,000 in the Welsh NHS and 5,000 extra nurses. That money is available within the Assembly budget but the problem with that plan now is that if there are to be restrictions on freedom of movement it's going to be very difficult to attract those doctors. Without doctors and without nurses we have no NHS. Let's turn to Paul Nuttall.","[100, 105, 1300, 1302, 1304]"
"When we were in coalition, we earmarked 25 million a year for children's mental health services. The reality is that that money, we know now, is not getting through to the front line to delivering services. You raised the issue around bursaries for nurses and midwives, which this government has now stopped. I mean, it is a ridiculous thing to do. We will reinstate those things. Why is it ridiculous? Because we're already seeing lots of EU nurses and midwives already going back to continental Europe because they're so uncertain about the future because of Brexit. So it is a ridiculous time to do it. We would reinstate it. I mean, I've suffered from clinical depression a couple of times. You know, I know what it's like. And that is, you know, so I'm not only passionate about this, for me it's personal.","[300, 332, 500, 508, 1300, 1302]"
"Joel, what I'd say in terms of what I care about most in education with my own children going through the system, I want what every parent in this country wants. And it starts with something that actually doesn't necessarily cost money, and that is good discipline in our schools. You know, in a typical year now, you get 17,000 teachers being attacked by students. We've got a real problem here. There was a case in Manchester once where a child actually produced a knife in a school, got excluded and then the appeals panel put that child back into the school. Imagine what that does to the headteacher that's trying to keep order. So we say headteachers should be able to exclude difficult pupils and not be overruled by appeals panels. We say you've got to change the rules so teachers can keep order in class. Right now we seem to be treating the teachers like children and the children like the adults. We've got it topsy-turvy the wrong way round and we really need to change that so we have proper discipline and order, then people can learn.","[1200, 1206, 1207]"
"Angela, please continue with what you were saying. She did listen to your point. I did listen to your point, that's right. So we will create those jobs and those skills so that we can get those people into construction. But the other difference as well is that we'll make brownfield sites available instead of allowing the planning law so that our green belt is taken, will create community housing again and council housing where people can live with parks, with recreational centres and with genuinely council housing. This idea of affordable housing, I'm not quite sure who's affording them but most people cannot afford to live at the moment and are in private rented accommodation that's way too high and they're spending too much of their wages on it and it's a rip-off.","[100, 1300, 1302, 1400, 1401]"
"No, I'm not saying detain them without trial, certainly not. But what I'm saying is, we've got to establish whether the evidence is there, and you can only do that properly if these people are apprehended under the existing provisions open to the police and the security services, and that's what should take place. But what I won't do...","[200, 207, 1200, 1209]"
"OK, Richard Burgon, respond to that point. I'm very uncomfortable with the way the discussion from the Conservatives moves straight from a tragedy to reheating pre-packaged political lines, smearing the Labour Party. I think our democracy, regardless of our party, should be better than that. The reality is the Conservatives have been in power for a decade. They decided to cut the number of police by more than 20,000. We'll recruit 20,000 more police, including 2,000 more than the Conservatives on the front line. They've made a mess of probation. Most people recognise that. They've made a mess of our prison service so that people are coming out of prison more likely to commit crimes than when they went in. Our priority needs to be reducing the number of victims of crime, not writing rhetoric-filled articles like the Prime Minister did in the newspaper this morning.","[1200, 1202, 1205, 1209, 1600, 1608]"
"I'm very clear that we will negotiate tariff-free trade access to European markets so that our manufacturing industry jobs are defended and supported and we have a growing economy as a result of that. We have made a number of very clear spending commitments in our manifesto. They're set out here in a spending plan. They're also set out in the manifesto itself. The government, the Conservative government, has made a lot of choices. We know what those choices are. Our schools are underfunded. Our hospitals are overcrowded. Our students are saddled with debt. There's a growing housing crisis. And at every single turn, their answer is to further reduce corporation tax and further reduce tax for the very wealthiest in our society.","[100, 105, 107, 200, 201, 1300, 1800]"
"Well, what I would do quite obviously, is look at the existing powers that are there and say, can such individuals, being such a major cause for concern, can they be brought in and questioned and can we go through it. What you can't do as a politician...","[1200, 1202, 1900, 1906]"
"I welcome immigration, because I think that people come here and they're more likely to prop up our public services and work in our public services, rather than they are to put a drain on our public services. So I welcome immigration in this country, because they contribute to our public service. But the numbers are due to come down anyway. But I think one or part of the reason we have so many people coming here, and I welcome them when they do, is because we're not investing in our domestic workforce. and we can do both at the same time.","[200, 230, 1300, 1302]"
"Mr. Bliski, the union is, of course, the most important thing, just to answer the question straight. The union, and it's a fantastic thing. I'm proud to be not only prime minister, but also minister for the union. OK. Now, let's be clear that Jeremy Corbyn has said that he's open to a second referendum on Scotland early in the lifetime of the next parliament if he's head of the government. And Nicola Sturgeon has made it absolutely clear that the price of her support will be a referendum on Scotland in 2020. So you're going to have a year of two referendums, one on Scotland and one... OK, let's allow Mr Corbyn to respond.","[1900, 1909]"
"I mean, that could be 10 years or something. But my point is that there's a couple of big issues in this election campaign that really aren't seeing the light of day. And one of them is the disastrous impact of Brexit on the United Kingdom economy.","[100, 101]"
"There's a pattern of behaviour here. He said he would get waiting lists down. They've gone up. He said he would stop the boats. We've got record numbers coming. The promises he make are not worth the paper they're written on. His plan is failing. We do have to deal with this problem, Stephen. We absolutely have to deal with it. We have to smash the gangs that are doing it. I will never accept that the only criminal gangs that can't be taken down are these vile gangs. I've taken down terrorist gangs in my past. I've seen how it's done. I know it can be done. We'll have a border security command, if I'm Prime Minister, and we will get that done and stop this vile trade and those boats coming home with very vulnerable people. Thank you very much.","[200, 230, 1200, 1202, 1209, 1211, 1900, 1920]"
"Anyway, carry on. I think it's very interesting. It's never a great idea to attack the audience, Nigel, in my opinion. You cannot discuss. The real audience are sitting at home, actually. You cannot discuss. Hang on. Let him have his say. No, no, that's fine. Remarkable. We are talking about a market, folks. I know none of you have ever worked in business, but we're talking about a market. And markets are about demand and supply. And I just wonder, I'm curious, could I get any recognition from any of you that the demand side of this equation is that a rapidly rising population, due to open door immigration, started by Ed Miliband's Labour Party in the late 1990s, has directly contributed towards the housing crisis. Is there any flicker of recognition from any of you? Please, one of you, have a go, please.","[200, 230, 1400, 1401]"
"Harry, you should just be careful. There are independent inquiries ongoing. Those haven't concluded. They're being done by very serious bodies. The Gambling Commission and the police. It's important that nobody says or does anything that compromises the integrity of those investigations. You said in the letter, I said things should be done properly. What's proper is to investigate things, to get to the bottom of it, to uncover the truth and then act on those findings. That's exactly what we are doing. So, in parallel, we have been conducting internal inquiries. These are very sensitive matters. They have to be done in a way that doesn't compromise the integrity of police and other investigations. But I've been crystal clear, if anyone has broken the rules, not upheld the standards that I would expect, then they will be held to account, they should face the full consequences of the law, and they will be booted out of the Conservative Party.","[1200, 1202, 1600, 1603]"
"Boris Johnson? I see absolutely no reason to compromise people's human rights, such as the perpetrator of the atrocious killings at London Bridge, but I do think that it was extraordinary and wrong that he should be out on early release and automatic. early release. I said long before I became Prime Minister that we needed to campaign against short sentences. I said in August that we should get rid of automatic early release. I have been very sad to see this guy out on the streets able to do what he did. We have a bill waiting to go, stuck because of the blockade in Parliament, if we can get a working majority, we can get rid of automatic early release and make sure for serious sexual and violent offenders, and make sure that terrorists, people who are convicted of terrorist offences, serve their full sentence. I think that is what this country would expect.","[1200, 1205, 1600, 1608]"
"Rebecca Lockhart. Caroline Lucas, briefly. Can you explain to her the fact that your government has been slashing support to renewable energies, that flogged off the Green Investment Bank, that has made it harder to have onshore wind in this country. Your track record on climate and the environment is abysmal.","[700, 705, 800, 806]"
"What we're looking at in terms of the National Health Service and ensuring that we can provide the National Health Service in the future is, if we just look at how much money is now being spent on the NHS, in the five years to 2020 we will be spending half a trillion pounds on the National Health Service. Now we're putting more money in at the moment and we will continue to put more money in into the future, into the NHS. But it is important that we recognise, as you will know as a nurse, the demands on the NHS are increasing all the time. We recognise the work that the NHS staff do. But nurses get paid less and less. Nurses get an increase, and obviously there are some other payments as well.","[300, 301, 325]"
"Thank you. It's a really important question, because the first job of any government is to keep its citizens safe and secure. But I'm going to level with you. Since 2014, we have been at the threat level of severe, which means an attack is highly likely. As Home Secretary for the past year, I've seen the evidence, I've seen the warrants crossing my desk, I spend about two hours a day looking at them, seeing the real damage that some of these terrorists want to do us. The way we try to stop them is by supporting our security services and our counter-terrorism police. The best way to try and intervene in those plots is to make sure that they are well funded and we've increased their budget significantly since 2015 and we hope to further on.","[100, 105, 1200, 1209, 1211]"
"Free school meals for infant school children was something the Liberal Democrats delivered in government. And we did it for a reason. We did it because all the evidence suggests it boosts attainment. It makes sure that children, particularly from poorer backgrounds, get at least one decent meal a day. And it means that you don't have the stigma of people registering for free school meals if they do not wish to do so. But to get rid of them after the schools have put so much money and effort to build kitchens, to bring in new ways of delivering those free school meals, is an absolute hideous assault. And just to add on the issue of class sizes, it's absolutely right that smaller class sizes do make a difference, but it's also about who is in the classroom. I say the average primary school will lose two teachers, they could instead lose three or four teaching assistants, which will make it that much harder to deliver good education in primary and secondary.","[600, 602, 1300, 1302]"
"We want to maintain our economy, we want to make sure that... So you need more workers from outside Wales? Well, we're quite happy with the ones we've got. So why do you need a visa system to attract more workers to Wales then? Because Theresa May is going to end freedom of movement and that brings specific risks to the Welsh economy and the Welsh NHS.","[100, 105, 500, 529]"
"...that was passed at, er, an earlier conference in the course of this parliament. But as you know...","[2000, 2011]"
"The ERM was was the biggest mistake that government made and we were in government, although everybody else supported that decision, you're, you're, you're right to say, we were in government, we have to accept the responsibility for that and ...","[100, 101, 2000, 2001]"
"Good evening, Mahesh. I'm the son of immigrants. My parents came here 60 years ago. And I'm a British Asian. I swore my oath as an MP on the Bhagavad Gita, which is the Hindu holy scripture. So I am living proof that this is a welcoming, meritocratic and tolerant country. But it's also right that we control our borders. And after we leave the EU, we can introduce an Australian points-based system, which will allow us to decide who comes here on the basis of what they have to offer, and as you said, not on the basis of what country they happen to come from. I don't think that's right, and that is why we must get Brexit done and introduce this new system. The alternative is unlimited, uncontrolled immigration that treats different people from different countries differently and that is simply not fair. LONG-BAILEY: We need to step away from the dog whistle rhetoric on this issue. LONG-BAILEY: There are a number of anomalies. LONG-BAILEY: One of the things that often strikes me in a general election campaign is how those who have got British citizenship who aren't from the EU can vote in an election, yet EU citizens who have been here for many, many years aren't allowed to take part in something that could determine their future, and we'd change that as a Labour government. LONG-BAILEY: We know that if we're still part of the EU, freedom of movement remains, but if not, LONG-BAILEY: We want every single EU citizen who's here in the UK to remain with full rights and protections, and we want that reciprocated for UK nationals in the EU. LONG-BAILEY: Now, on the wider system of immigration and what that could look like, obviously that would be part of negotiations, but it has to be sensible and it has to be fair and it has to work for businesses and the economy. LONG-BAILEY: We've got over 43,000 vacancies in the NHS for nurses, for example, and we need to fill them immediately while we train up LONG-BAILEY: our own nurses to be able to carry out those roles in the future. LONG-BAILEY: We've got to be sensible about this. Do you think, Rishi Sunak, have you got a question for her before I bring in Nicholas? I was going to make the observation that everyone on this stage who wants to stay in the European Union, that means accepting the free movement of people. So, to answer Mahesh's question, if you believe that we should treat everyone the same, then you have to extend free movement of people to everywhere in the world. And that's what everyone else on this stage who wants to stay in the European Union has to say to your question. Only if we can leave the EU can we introduce a system that controls and treats everybody the same. There was a deep sigh, First Minister.","[1300, 1304, 1900, 1910]"
Yes. We're going to cut taxes by four billion pounds in our first budget.,"[100, 107, 200, 201]"
"Where Nick and I are agreed is that to give an inheritance tax cut to the 3,000 richest estates in the country of £200,000 each, the biggest manifesto promise that the Conservative made, is totally unfair to the rest of the population of this country. And I say to him, we will use the national insurance to pay for healthcare, to pay for policing and to pay for schools. I'm going to stop you there. He will not be able to do that.","[100, 105, 107, 200, 1300, 1302]"
"Harry, these are really serious matters. You promised... And they're subject... I'm just... They're really serious. They're subject to multiple independent investigations, including a police criminal investigation. It's right that nothing that I do or anyone does compromises the integrity of those investigations, and you understand that. But I want to reassure people, we are in parallel and have been conducting internal inquiries and won't hesitate to act if findings or information comes to light. And I've been crystal clear, if anyone has broken the rules, then they should face not just the full consequences of the law, but they will be booted out of the Conservative Party.","[1200, 1202, 1600]"
"Schools are organised differently in Scotland than they are in England, so some of these points don't necessarily apply. We've got a challenge in Scotland. We've introduced a new curriculum. It's been the right thing to do. It's been praised by the OECD. But we know we've got work to do to focus on literacy and numeracy, really basic skills, and we're very, very focused on doing that. We also want to free up teachers much more. You know, teachers are best placed to know what works in our schools, but they do tell us they have had too much bureaucracy. So it's about taking that away and putting more resources into the hands of teachers. But it's not just about school. As I said earlier, it's about early years, but it's also then about making sure that there are choices for people leaving school. I want people to have equal opportunity to go to university, but if that's not for them, I want them to have other opportunities too.","[600, 602, 603]"
"Nick Clark. Nigel Farage seems to think that every single problem in the world can be solved by a referendum on Europe. Look, at the end of the day, Europe isn't perfect. Of course it's not perfect. But it is the world's largest marketplace of 500 million shoppers who buy our goods and buy our services. So if you do what Nigel Farage or significant parts of the Conservative Party want, which is to yank ourselves out of the family of nations that makes up the European Union, Unemployment will go up and I would never ever ever endorse an approach which would make our country poorer and would see more people out of work. I think it is deeply irresponsible.","[100, 103, 1900, 1910]"
"Well, first of all, we absolutely are proud of saying that we are going to be honest with all of you that the NHS and social care across the United Kingdom is in crisis, and in England especially, I would observe. And that means that either you can have platitudes from people who will tell you that they can solve this problem without any extra money, or we can be brutally honest with you and say that for the price of a cup of coffee a week, we can have the best NHS and social care in the world. My view is this. that there isn't a single person who either themselves or their loved ones uses health and care in this country and doesn't know there is a crisis. In social care you have wonderful loving people, caring people, caring for our older people who could earn more money stacking shelves at the local supermarket. That is an absolute outrage and I'm determined to solve it and we'll solve it by being honest and saying that we'll put a penny on income tax for everybody to make sure we have the best health and social care in the world. Just spell that out a bit more, if you would.","[100, 107, 1300, 1302]"
"I met Evo Morales in Mexico last year. I had a very long conversation with him about his country and about the economic development that's happened and the numbers of people that have been taken out of poverty. Obviously, I follow what's going on in that country as I do in many other countries in the world. He resigned from the presidency and now has moved out of Bolivia. I ask and I support the other Latin American governments that have asked for a process of peace in Bolivia so that the Constitution can be restored, so that democratic government can come back. That surely is the right thing to do.","[1300, 1302, 1900, 1920]"
"Well, I think the first thing that we can do, which is so important, is actually about retrofitting homes to insulate them properly. And in terms of how we can encourage people to do that, well, that's actually going to be something which is good for people because it cuts energy bills, it helps people save money. And for low-income households, that should be something which we do, that we make sure that that is done by the government so that those homes, within the next five years, are insulated to help cut fuel poverty, cut energy bills. But the other thing we absolutely need to be doing and it's I mean it's madness and it's you know the Conservatives that have dropped this. We know how to build homes that are zero carbon homes. A couple of weeks ago I was in Sheffield eco construction site where they're building these homes. It was you know November. The homes weren't completed yet. I was in the home and even then it was warm because it was properly built in a way that retained heat. So we know how to do this. They've been doing it in Scandinavia for years. We need to make sure that now we have a target for all new build homes to be zero carbon and to have those high standards. And the Conservatives, who can't even be bothered to turn up tonight, scrapped those plans.","[700, 705, 800, 806]"
"There's a crucial aspect of this debate, Julie, and a crucial aspect for people at home. David Cameron said earlier that work pays in our country. Rubbish. Work doesn't pay in our country. There are so many people around our country, millions of people, people watching at home tonight, who are going out, doing all the hours that God sends, and who can't feed their family, can't make ends meet at the end of the month. And let's take the issue of zero-hours contracts, because it's relevant to this debate. If work is insecure, if work doesn't pay properly, then you don't get the security that working people need. Now, I say we should deal with those exploitative zero-hours contracts. It is an absolutely crucial part of this immigration debate, because you've got to create security for the working families of Britain, and that's what I will do.","[100, 105, 500, 504, 529]"
